Company Name,Industry,Rating,Highly rated,Critically_rated,Founded Year,Global Count,India Count
TCS,IT Services & Consulting ,3.8,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1968 (56 yrs old),1 Lakh+,1 Lakh+
Accenture,IT Services & Consulting ,4.0,"Company Culture, Skill Development / Learning, Job Security",Promotions / Appraisal,1989 (35 yrs old),1 Lakh+,1 Lakh+
Cognizant,IT Services & Consulting ,3.9,Skill Development / Learning,Promotions / Appraisal,1994 (30 yrs old),1 Lakh+,1 Lakh+
Wipro,IT Services & Consulting ,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",1945 (79 yrs old),10k-50k,1 Lakh+
Capgemini,IT Services & Consulting ,3.8,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1967 (57 yrs old),1 Lakh+,1 Lakh+
HDFC Bank,Banking ,3.9,"Job Security, Skill Development / Learning",Promotions / Appraisal,1994 (30 yrs old),1 Lakh+,1 Lakh+
ICICI Bank,Banking ,4.0,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,1994 (30 yrs old),1 Lakh+,1 Lakh+
Infosys,IT Services & Consulting ,3.8,"Job Security, Company Culture, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal",1981 (43 yrs old),1 Lakh+,1 Lakh+
HCLTech,IT Services & Consulting ,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1991 (33 yrs old),1 Lakh+,1 Lakh+
Tech Mahindra,IT Services & Consulting ,3.7,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1986 (38 yrs old),1 Lakh+,1 Lakh+
Genpact,IT Services & Consulting ,3.9,"Job Security, Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1997 (27 yrs old),1 Lakh+,1 Lakh+
Teleperformance,BPO ,3.8,Promotions / Appraisal,Promotions / Appraisal,1978 (46 yrs old),1 Lakh+,50k-1 Lakh
Axis Bank,Banking ,3.8,Job Security,Promotions / Appraisal,1993 (31 yrs old),50k-1 Lakh,50k-1 Lakh
Concentrix Corporation,BPO ,3.9,"Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",1983 (41 yrs old),50k-1 Lakh,50k-1 Lakh
Amazon,Internet ,4.1,"Company Culture, Salary & Benefits, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1994 (30 yrs old),1 Lakh+,1 Lakh+
Jio,Telecom ,4.0,"Job Security, Skill Development / Learning",Promotions / Appraisal,2018 (6 yrs old),1 Lakh+,50k-1 Lakh
IBM,IT Services & Consulting ,4.1,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,1911 (113 yrs old),1 Lakh+,1 Lakh+
Reliance Retail,Retail ,3.9,"Skill Development / Learning, Job Security",Promotions / Appraisal,2006 (18 yrs old),1 Lakh+,1 Lakh+
HDB Financial Services,NBFC ,4.0,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,2007 (17 yrs old),1 Lakh+,1 Lakh+
iEnergizer,BPO ,4.7,"Company Culture, Skill Development / Learning, Job Security",Promotions / Appraisal,,,
Larsen & Toubro Limited,Engineering & Construction ,4.0,"Job Security, Skill Development / Learning",Promotions / Appraisal,1938 (86 yrs old),50k-1 Lakh,10k-50k
BYJU'S,EdTech ,3.1,"Job Security, Work Life Balance, Company Culture","Job Security, Work Life Balance, Company Culture",2011 (13 yrs old),10k-50k,10k-50k
Deloitte,Management Consulting ,3.9,"Job Security, Skill Development / Learning, Salary & Benefits",Work Life Balance,1845 (179 yrs old),1 Lakh+,1 Lakh+
Kotak Mahindra Bank,Banking ,3.8,Job Security,Promotions / Appraisal,2003 (21 yrs old),50k-1 Lakh,50k-1 Lakh
Vodafone Idea,Telecom ,4.2,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,2018 (6 yrs old),10k-50k,5k-10k
Reliance Industries,Oil & Gas ,4.1,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,1977 (47 yrs old),1 Lakh+,1 Lakh+
Bharti Airtel,Telecom ,4.0,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,1995 (29 yrs old),10k-50k,10k-50k
Tata Motors,Automobile ,4.2,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,1945 (79 yrs old),50k-1 Lakh,10k-50k
WNS,BPO ,3.5,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1996 (28 yrs old),10k-50k,10k-50k
Flipkart,Internet ,4.0,"Skill Development / Learning, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2007 (17 yrs old),10k-50k,10k-50k
IndusInd Bank,Banking ,3.7,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1994 (30 yrs old),10k-50k,10k-50k
Ernst & Young,Management Consulting ,3.6,Job Security,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",,,
AU Small Finance Bank,Banking ,4.4,"Skill Development / Learning, Job Security, Company Culture","Work Life Balance, Work Satisfaction, Promotions / Appraisal",1996 (28 yrs old),10k-50k,10k-50k
DXC Technology,IT Services & Consulting ,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",2017 (7 yrs old),1 Lakh+,10k-50k
IDFC FIRST Bank,Banking ,4.0,"Salary & Benefits, Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits",2018 (6 yrs old),10k-50k,10k-50k
Mahindra & Mahindra,Automobile ,4.2,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",1945 (79 yrs old),1 Lakh+,1 Lakh+
LTIMindtree,IT Services & Consulting ,3.6,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1997 (27 yrs old),50k-1 Lakh,50k-1 Lakh
Infosys BPM,BPO ,3.8,"Job Security, Company Culture, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal",2002 (22 yrs old),10k-50k,10k-50k
Conneqt Business Solutions,BPO ,3.7,"Promotions / Appraisal, Salary & Benefits","Promotions / Appraisal, Salary & Benefits",2002 (22 yrs old),10k-50k,10k-50k
Bajaj Finserv,Financial Services ,4.0,"Salary & Benefits, Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits",2007 (17 yrs old),,50k-1 Lakh
HDFC Life,Insurance ,4.1,"Skill Development / Learning, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",2000 (24 yrs old),10k-50k,10k-50k
PwC,Management Consulting ,3.5,"Work Life Balance, Promotions / Appraisal, Work Satisfaction","Work Life Balance, Promotions / Appraisal, Work Satisfaction",1880 (144 yrs old),1 Lakh+,10k-50k
Mphasis,IT Services & Consulting ,3.4,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1998 (26 yrs old),10k-50k,10k-50k
HSBC Group,Banking ,4.1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1865 (159 yrs old),1 Lakh+,10k-50k
Yes Bank,Banking ,3.9,Salary & Benefits,Promotions / Appraisal,2004 (20 yrs old),10k-50k,10k-50k
Maruti Suzuki,Automobile ,4.2,"Job Security, Salary & Benefits, Skill Development / Learning",Promotions / Appraisal,1981 (43 yrs old),10k-50k,10k-50k
Startek,BPO ,3.3,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2017 (7 yrs old),10k-50k,10k-50k
Samsung,Consumer Electronics & Appliances ,4.1,"Salary & Benefits, Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1969 (55 yrs old),,50k-1 Lakh
Asian Paints,Chemicals ,4.1,"Salary & Benefits, Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1942 (82 yrs old),5k-10k,5k-10k
Hinduja Global Solutions,IT Services & Consulting ,3.9,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",2000 (24 yrs old),10k-50k,10k-50k
Paytm,FinTech ,3.3,"Job Security, Promotions / Appraisal, Company Culture","Job Security, Promotions / Appraisal, Company Culture",2010 (14 yrs old),10k-50k,10k-50k
Ericsson,Telecom ,4.2,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,1876 (148 yrs old),1 Lakh+,10k-50k
Shriram Finance,NBFC ,4.1,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,1979 (45 yrs old),50k-1 Lakh,50k-1 Lakh
Bandhan Bank,Banking ,3.8,Job Security,"Promotions / Appraisal, Work Satisfaction",2001 (23 yrs old),50k-1 Lakh,50k-1 Lakh
Tata Steel,Iron & Steel ,4.1,"Job Security, Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Work Satisfaction",1907 (117 yrs old),1 Lakh+,1 Lakh+
EXL Service,Analytics & KPO ,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",1999 (25 yrs old),10k-50k,10k-50k
Cipla,Pharma ,4.2,"Skill Development / Learning, Salary & Benefits, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1935 (89 yrs old),10k-50k,10k-50k
Dr. Reddy's,Pharma ,4.1,"Skill Development / Learning, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",,,
NTT DATA,IT Services & Consulting ,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,2013 (11 yrs old),10k-50k,10k-50k
UltraTech Cement,Building Material ,4.2,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,1983 (41 yrs old),10k-50k,10k-50k
Sutherland Global Services,IT Services & Consulting ,3.7,"Promotions / Appraisal, Salary & Benefits","Promotions / Appraisal, Salary & Benefits",1986 (38 yrs old),10k-50k,10k-50k
Quess,BPO ,4.0,Work Life Balance,Promotions / Appraisal,2007 (17 yrs old),1k-5k,1k-5k
Bajaj Finance,NBFC ,4.1,"Salary & Benefits, Skill Development / Learning, Job Security",Promotions / Appraisal,,,
ICICI Prudential Life Insurance,Insurance ,4.1,"Job Security, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,2000 (24 yrs old),10k-50k,10k-50k
Jana Small Finance Bank,Banking ,3.8,,Promotions / Appraisal,2006 (18 yrs old),10k-50k,10k-50k
Amazon Development Centre India,Internet ,4.2,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,,,
Lupin,Pharma ,4.2,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal,1968 (56 yrs old),10k-50k,1k-5k
Wells Fargo,Financial Services ,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1852 (172 yrs old),1 Lakh+,10k-50k
Zydus Lifesciences,Pharma ,4.2,"Skill Development / Learning, Salary & Benefits, Job Security",Promotions / Appraisal,1952 (72 yrs old),10k-50k,10k-50k
Delhivery,Logistics ,3.9,Skill Development / Learning,Promotions / Appraisal,2011 (13 yrs old),10k-50k,10k-50k
L&T Infotech,IT Services & Consulting ,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",,,
JPMorgan Chase & Co.,Financial Services ,4.1,"Job Security, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",,,
L&T Construction,Engineering & Construction ,4.0,"Job Security, Skill Development / Learning, Salary & Benefits",Work Life Balance,,,
HCL Group,IT Services & Consulting ,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits",,,
FIS,FinTech ,3.9,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,,,
ITC,FMCG ,4.0,"Job Security, Skill Development / Learning",Promotions / Appraisal,1910 (114 yrs old),10k-50k,10k-50k
Hexaware Technologies,IT Services & Consulting ,3.6,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1990 (34 yrs old),10k-50k,10k-50k
Sun Pharmaceutical Industries,Pharma ,4.1,"Job Security, Salary & Benefits, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,,
Indian Army,Defence & Aerospace ,4.7,"Job Security, Company Culture, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1895 (129 yrs old),1 Lakh+,1 Lakh+
Hindustan Unilever,FMCG ,4.3,"Skill Development / Learning, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1872 (152 yrs old),10k-50k,10k-50k
JSW Steel,Iron & Steel ,4.0,"Job Security, Skill Development / Learning",Promotions / Appraisal,1982 (42 yrs old),10k-50k,10k-50k
Udaan,Bangalore +339 more,4.0,"Salary & Benefits, Skill Development / Learning","Job Security, Promotions / Appraisal",2016 (8 yrs old),5k-10k,1k-5k
IIFL Finance,NBFC ,4.0,"Skill Development / Learning, Salary & Benefits, Work Life Balance","Job Security, Promotions / Appraisal",,,
KPMG India,Management Consulting ,3.6,"Work Life Balance, Work Satisfaction, Promotions / Appraisal","Work Life Balance, Work Satisfaction, Promotions / Appraisal",1987 (37 yrs old),10k-50k,10k-50k
Ujjivan Small Finance Bank,Banking ,4.1,"Company Culture, Job Security, Work Life Balance","Work Life Balance, Work Satisfaction, Promotions / Appraisal",2017 (7 yrs old),10k-50k,10k-50k
Max Life Insurance,Insurance ,4.1,"Skill Development / Learning, Company Culture, Job Security","Work Life Balance, Work Satisfaction, Promotions / Appraisal",2000 (24 yrs old),10k-50k,10k-50k
Oracle,Emerging Technologies ,3.8,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",1977 (47 yrs old),1 Lakh+,50k-1 Lakh
Tata Projects,Engineering & Construction ,4.3,"Job Security, Company Culture, Salary & Benefits","Promotions / Appraisal, Salary & Benefits",1979 (45 yrs old),,5k-10k
Muthoot Finance,NBFC ,3.6,"Promotions / Appraisal, Work Satisfaction, Work Life Balance","Promotions / Appraisal, Work Satisfaction, Work Life Balance",1939 (85 yrs old),10k-50k,10k-50k
eClerx,IT Services & Consulting ,3.4,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2000 (24 yrs old),10k-50k,10k-50k
Megha Engineering & Infrastructures,Engineering & Construction ,4.0,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,,,
Omega Healthcare,Healthcare ,3.8,"Promotions / Appraisal, Salary & Benefits","Promotions / Appraisal, Salary & Benefits",2003 (21 yrs old),10k-50k,10k-50k
Aurobindo Pharma,Pharma ,4.0,"Job Security, Salary & Benefits, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1986 (38 yrs old),10k-50k,10k-50k
Ekart Logistics,Logistics ,4.0,"Skill Development / Learning, Salary & Benefits, Company Culture",Promotions / Appraisal,2009 (15 yrs old),1k-5k,1k-5k
Shapoorji Pallonji Group,Engineering & Construction ,4.2,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,,,
Siemens,Industrial Automation ,4.2,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1847 (177 yrs old),5k-10k,5k-10k
JLL,Real Estate ,4.2,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,1999 (25 yrs old),50k-1 Lakh,10k-50k
Ashok Leyland,Automobile ,4.1,"Skill Development / Learning, Work Satisfaction, Company Culture",Promotions / Appraisal,1948 (76 yrs old),10k-50k,5k-10k
Bajaj Allianz Life Insurance,Insurance ,4.1,"Salary & Benefits, Work Life Balance, Company Culture",Promotions / Appraisal,2001 (23 yrs old),10k-50k,10k-50k
First Source,BPO ,3.8,"Promotions / Appraisal, Salary & Benefits","Promotions / Appraisal, Salary & Benefits",2001 (23 yrs old),10k-50k,10k-50k
Home Credit Finance,Financial Services ,4.1,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,2012 (12 yrs old),10k-50k,10k-50k
JustDial,Internet ,3.6,"Promotions / Appraisal, Work Satisfaction, Job Security","Promotions / Appraisal, Work Satisfaction, Job Security",1996 (28 yrs old),10k-50k,10k-50k
Apollo Hospitals,Healthcare ,4.1,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Work Satisfaction, Job Security",1983 (41 yrs old),10k-50k,10k-50k
Indiamart Intermesh,Internet ,3.6,"Promotions / Appraisal, Work Satisfaction, Company Culture","Promotions / Appraisal, Work Satisfaction, Company Culture",1996 (28 yrs old),5k-10k,5k-10k
Coforge,IT Services & Consulting ,3.5,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2004 (20 yrs old),10k-50k,10k-50k
Virtusa Consulting Services,IT Services & Consulting ,3.8,Promotions / Appraisal,Promotions / Appraisal,1996 (28 yrs old),10k-50k,10k-50k
Standard Chartered,Banking ,3.9,Job Security,Promotions / Appraisal,1853 (171 yrs old),50k-1 Lakh,10k-50k
Vivo,Consumer Electronics & Appliances ,4.1,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal,2009 (15 yrs old),10k-50k,5k-10k
Hero MotoCorp,Automobile ,4.2,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,1984 (40 yrs old),5k-10k,5k-10k
BigBasket,Internet ,4.0,"Job Security, Skill Development / Learning",Promotions / Appraisal,2011 (13 yrs old),10k-50k,10k-50k
DMart,Retail ,4.0,"Job Security, Company Culture",Promotions / Appraisal,2002 (22 yrs old),10k-50k,10k-50k
ICICI Lombard General Insurance Company,Insurance ,3.8,"Promotions / Appraisal, Work Satisfaction","Promotions / Appraisal, Work Satisfaction",,,
Cyient,IT Services & Consulting ,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",1991 (33 yrs old),10k-50k,10k-50k
Mahindra Finance,NBFC ,4.3,"Company Culture, Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",,,
L&T Technology Services,IT Services & Consulting ,3.4,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,,
CGI Group,IT Services & Consulting ,4.1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1976 (48 yrs old),50k-1 Lakh,10k-50k
GlobalLogic,IT Services & Consulting ,3.7,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2000 (24 yrs old),10k-50k,10k-50k
OPPO,Consumer Electronics & Appliances ,4.0,Skill Development / Learning,Promotions / Appraisal,2004 (20 yrs old),10k-50k,10k-50k
Equitas Small Finance Bank,Banking ,4.3,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,2007 (17 yrs old),10k-50k,10k-50k
Bosch Global Software Technologies,Software Product ,4.1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1997 (27 yrs old),10k-50k,10k-50k
Nagarro,IT Services & Consulting ,4.1,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,1996 (28 yrs old),10k-50k,10k-50k
UST,IT Services & Consulting ,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",,,
TVS Motor,Automobile ,4.0,"Skill Development / Learning, Salary & Benefits, Job Security","Promotions / Appraisal, Salary & Benefits",1979 (45 yrs old),5k-10k,5k-10k
Manappuram Finance,NBFC ,4.0,"Promotions / Appraisal, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1949 (75 yrs old),10k-50k,10k-50k
Cholamandalam Investment & Finance,NBFC ,4.0,"Salary & Benefits, Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1978 (46 yrs old),10k-50k,10k-50k
Atos Syntel,IT Services & Consulting ,3.6,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,,
SBI Cards & Payment Services,Financial Services ,3.7,"Promotions / Appraisal, Work Satisfaction, Company Culture","Promotions / Appraisal, Work Satisfaction, Company Culture",1998 (26 yrs old),1k-5k,1k-5k
IQVIA,Clinical Research ,4.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1982 (42 yrs old),50k-1 Lakh,10k-50k
SMFG India Credit,NBFC ,4.1,"Salary & Benefits, Job Security, Company Culture",Promotions / Appraisal,,,
BNY,Investment Banking / Venture Capital / Private Equity ,4.0,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,1784 (240 yrs old),10k-50k,10k-50k
Swiggy,Internet ,3.8,"Job Security, Promotions / Appraisal","Job Security, Promotions / Appraisal",2014 (10 yrs old),5k-10k,5k-10k
Schneider Electric,Industrial Automation ,4.2,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,1999 (25 yrs old),1 Lakh+,10k-50k
Optum,Healthcare ,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1977 (47 yrs old),1 Lakh+,10k-50k
Amdocs,Software Product ,4.0,"Company Culture, Job Security",Promotions / Appraisal,1982 (42 yrs old),10k-50k,10k-50k
Hewlett Packard Enterprise,IT Services & Consulting ,4.2,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,2015 (9 yrs old),50k-1 Lakh,10k-50k
Bosch,Auto Components ,4.3,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,1886 (138 yrs old),1 Lakh+,5k-10k
CBRE,Real Estate ,4.2,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,1906 (118 yrs old),1 Lakh+,10k-50k
Hyundai Motor India Limited,Automobile ,4.4,"Job Security, Salary & Benefits, Skill Development / Learning",Promotions / Appraisal,,,
State Bank of India,Banking ,3.8,Job Security,Work Life Balance,1806 (218 yrs old),1 Lakh+,1 Lakh+
Dell,Consumer Electronics & Appliances ,4.1,"Work Life Balance, Company Culture, Skill Development / Learning",Work Life Balance,1984 (40 yrs old),1 Lakh+,10k-50k
Oyo Rooms,Hospitality ,3.4,"Job Security, Promotions / Appraisal, Work Satisfaction","Job Security, Promotions / Appraisal, Work Satisfaction",2012 (12 yrs old),10k-50k,1k-5k
JBM Group,Auto Components ,4.0,"Job Security, Skill Development / Learning","Job Security, Promotions / Appraisal, Work Satisfaction",1983 (41 yrs old),1k-5k,1k-5k
SBI Life Insurance Company,Insurance ,3.9,Job Security,Promotions / Appraisal,2001 (23 yrs old),10k-50k,10k-50k
Ecom Express,Logistics ,4.0,Skill Development / Learning,Promotions / Appraisal,2012 (12 yrs old),10k-50k,10k-50k
BT Group,Telecom ,4.1,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1846 (178 yrs old),1 Lakh+,10k-50k
Bajaj Auto,Automobile ,3.9,Promotions / Appraisal,Promotions / Appraisal,1945 (79 yrs old),10k-50k,5k-10k
Persistent Systems,IT Services & Consulting ,3.7,"Promotions / Appraisal, Work Satisfaction, Job Security","Promotions / Appraisal, Work Satisfaction, Job Security",,,
Reliance Communications,Telecom ,4.0,"Skill Development / Learning, Work Life Balance",Promotions / Appraisal,2002 (22 yrs old),1k-5k,201-500
KEC International,Engineering & Construction ,4.1,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,1945 (79 yrs old),5k-10k,5k-10k
Nagarjuna Construction Company,Engineering & Construction ,4.2,"Job Security, Salary & Benefits, Company Culture",Promotions / Appraisal,,,
Marpu Foundation,Non-Profit ,4.9,"Company Culture, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal,2016 (8 yrs old),201-500,51-200
Piramal Capital Housing Finance,NBFC ,4.2,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,,,
Muthoot Fincorp,NBFC ,4.0,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1887 (137 yrs old),10k-50k,10k-50k
Aditya Birla Fashion and Retail,Fashion & Textile ,4.2,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",1988 (36 yrs old),10k-50k,10k-50k
CARS24,Internet ,3.6,"Job Security, Promotions / Appraisal","Job Security, Promotions / Appraisal",,,
Varun Beverages,Beverage ,4.1,"Job Security, Salary & Benefits","Job Security, Promotions / Appraisal",1995 (29 yrs old),10k-50k,5k-10k
Royal Enfield,Automobile ,4.3,"Skill Development / Learning, Company Culture, Work Satisfaction","Job Security, Promotions / Appraisal",1901 (123 yrs old),5k-10k,5k-10k
Tata Communications,Telecom ,4.1,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1986 (38 yrs old),5k-10k,5k-10k
L&T Finance,NBFC ,4.0,Salary & Benefits,Promotions / Appraisal,,,
John Deere,Industrial Machinery ,4.2,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,2001 (23 yrs old),10k-50k,5k-10k
ITC Infotech,IT Services & Consulting ,3.8,"Work Life Balance, Job Security",Promotions / Appraisal,,,
LG Electronics,Consumer Electronics & Appliances ,4.0,"Job Security, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,1958 (66 yrs old),50k-1 Lakh,1k-5k
Randstad,Recruitment ,3.9,"Promotions / Appraisal, Job Security","Promotions / Appraisal, Job Security",1992 (32 yrs old),10k-50k,5k-10k
Intas Pharmaceuticals,Pharma ,4.2,"Job Security, Salary & Benefits, Work Life Balance","Promotions / Appraisal, Job Security",1977 (47 yrs old),10k-50k,10k-50k
