Company Name,Industry,Rating,Highly rated,Critically_rated,Founded Year,Global Count,India Count,Years old
TCS,IT Services & Consulting ,3.8,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1968,100000,100000,56
Accenture,IT Services & Consulting ,4.0,"Company Culture, Skill Development / Learning, Job Security",Promotions / Appraisal,1989,100000,100000,35
Cognizant,IT Services & Consulting ,3.9,Skill Development / Learning,Promotions / Appraisal,1994,100000,100000,30
Wipro,IT Services & Consulting ,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",1945,100000,100000,79
Capgemini,IT Services & Consulting ,3.8,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1967,100000,100000,57
HDFC Bank,Banking ,3.9,"Job Security, Skill Development / Learning",Promotions / Appraisal,1994,100000,100000,30
ICICI Bank,Banking ,4.0,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,1994,100000,100000,30
Infosys,IT Services & Consulting ,3.8,"Job Security, Company Culture, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal",1981,100000,100000,43
HCLTech,IT Services & Consulting ,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1991,100000,100000,33
Tech Mahindra,IT Services & Consulting ,3.7,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1986,100000,100000,38
Genpact,IT Services & Consulting ,3.9,"Job Security, Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1997,100000,100000,27
Teleperformance,BPO ,3.8,Promotions / Appraisal,Promotions / Appraisal,1978,100000,100000,46
Axis Bank,Banking ,3.8,Job Security,Promotions / Appraisal,1993,100000,100000,31
Concentrix Corporation,BPO ,3.9,"Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",1983,100000,100000,41
Amazon,Internet ,4.1,"Company Culture, Salary & Benefits, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1994,100000,100000,30
Jio,Telecom ,4.0,"Job Security, Skill Development / Learning",Promotions / Appraisal,2018,100000,100000,6
IBM,IT Services & Consulting ,4.1,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,1911,100000,100000,113
Reliance Retail,Retail ,3.9,"Skill Development / Learning, Job Security",Promotions / Appraisal,2006,100000,100000,18
HDB Financial Services,NBFC ,4.0,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,2007,100000,100000,17
iEnergizer,BPO ,4.7,"Company Culture, Skill Development / Learning, Job Security",Promotions / Appraisal,2007,100000,100000,17
Larsen & Toubro Limited,Engineering & Construction ,4.0,"Job Security, Skill Development / Learning",Promotions / Appraisal,1938,100000,100000,86
BYJU'S,EdTech ,3.1,"Job Security, Work Life Balance, Company Culture","Job Security, Work Life Balance, Company Culture",2011,100000,100000,13
Deloitte,Management Consulting ,3.9,"Job Security, Skill Development / Learning, Salary & Benefits",Work Life Balance,1845,100000,100000,179
Kotak Mahindra Bank,Banking ,3.8,Job Security,Promotions / Appraisal,2003,100000,100000,21
Vodafone Idea,Telecom ,4.2,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,2018,100000,100000,6
Reliance Industries,Oil & Gas ,4.1,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,1977,100000,100000,47
Bharti Airtel,Telecom ,4.0,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,1995,100000,100000,29
Tata Motors,Automobile ,4.2,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,1945,100000,100000,79
WNS,BPO ,3.5,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1996,100000,100000,28
Flipkart,Internet ,4.0,"Skill Development / Learning, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2007,100000,100000,17
IndusInd Bank,Banking ,3.7,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1994,100000,100000,30
Ernst & Young,Management Consulting ,3.6,Job Security,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",1994,100000,100000,30
AU Small Finance Bank,Banking ,4.4,"Skill Development / Learning, Job Security, Company Culture","Work Life Balance, Work Satisfaction, Promotions / Appraisal",1996,100000,100000,28
DXC Technology,IT Services & Consulting ,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",2017,100000,100000,7
IDFC FIRST Bank,Banking ,4.0,"Salary & Benefits, Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits",2018,100000,100000,6
Mahindra & Mahindra,Automobile ,4.2,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",1945,100000,100000,79
LTIMindtree,IT Services & Consulting ,3.6,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1997,100000,100000,27
Infosys BPM,BPO ,3.8,"Job Security, Company Culture, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal",2002,100000,100000,22
Conneqt Business Solutions,BPO ,3.7,"Promotions / Appraisal, Salary & Benefits","Promotions / Appraisal, Salary & Benefits",2002,100000,100000,22
Bajaj Finserv,Financial Services ,4.0,"Salary & Benefits, Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits",2007,100000,100000,17
HDFC Life,Insurance ,4.1,"Skill Development / Learning, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",2000,100000,100000,24
PwC,Management Consulting ,3.5,"Work Life Balance, Promotions / Appraisal, Work Satisfaction","Work Life Balance, Promotions / Appraisal, Work Satisfaction",1880,100000,100000,144
Mphasis,IT Services & Consulting ,3.4,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1998,100000,100000,26
HSBC Group,Banking ,4.1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1865,100000,100000,159
Yes Bank,Banking ,3.9,Salary & Benefits,Promotions / Appraisal,2004,100000,100000,20
Maruti Suzuki,Automobile ,4.2,"Job Security, Salary & Benefits, Skill Development / Learning",Promotions / Appraisal,1981,100000,100000,43
Startek,BPO ,3.3,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2017,100000,100000,7
Samsung,Consumer Electronics & Appliances ,4.1,"Salary & Benefits, Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1969,100000,100000,55
Asian Paints,Chemicals ,4.1,"Salary & Benefits, Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1942,100000,100000,82
Hinduja Global Solutions,IT Services & Consulting ,3.9,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",2000,100000,100000,24
Paytm,FinTech ,3.3,"Job Security, Promotions / Appraisal, Company Culture","Job Security, Promotions / Appraisal, Company Culture",2010,100000,100000,14
Ericsson,Telecom ,4.2,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,1876,100000,100000,148
Shriram Finance,NBFC ,4.1,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,1979,100000,100000,45
Bandhan Bank,Banking ,3.8,Job Security,"Promotions / Appraisal, Work Satisfaction",2001,100000,100000,23
Tata Steel,Iron & Steel ,4.1,"Job Security, Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Work Satisfaction",1907,100000,100000,117
EXL Service,Analytics & KPO ,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",1999,100000,100000,25
Cipla,Pharma ,4.2,"Skill Development / Learning, Salary & Benefits, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1935,100000,100000,89
Dr. Reddy's,Pharma ,4.1,"Skill Development / Learning, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1935,100000,100000,89
NTT DATA,IT Services & Consulting ,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,2013,100000,100000,11
UltraTech Cement,Building Material ,4.2,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,1983,100000,100000,41
Sutherland Global Services,IT Services & Consulting ,3.7,"Promotions / Appraisal, Salary & Benefits","Promotions / Appraisal, Salary & Benefits",1986,100000,100000,38
Quess,BPO ,4.0,Work Life Balance,Promotions / Appraisal,2007,100000,100000,17
Bajaj Finance,NBFC ,4.1,"Salary & Benefits, Skill Development / Learning, Job Security",Promotions / Appraisal,2007,100000,100000,17
ICICI Prudential Life Insurance,Insurance ,4.1,"Job Security, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,2000,100000,100000,24
Jana Small Finance Bank,Banking ,3.8,"Job Security, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,2006,100000,100000,18
Amazon Development Centre India,Internet ,4.2,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,2006,100000,100000,18
Lupin,Pharma ,4.2,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal,1968,100000,100000,56
Wells Fargo,Financial Services ,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1852,100000,100000,172
Zydus Lifesciences,Pharma ,4.2,"Skill Development / Learning, Salary & Benefits, Job Security",Promotions / Appraisal,1952,100000,100000,72
Delhivery,Logistics ,3.9,Skill Development / Learning,Promotions / Appraisal,2011,100000,100000,13
L&T Infotech,IT Services & Consulting ,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",2011,100000,100000,13
JPMorgan Chase & Co.,Financial Services ,4.1,"Job Security, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",2011,100000,100000,13
L&T Construction,Engineering & Construction ,4.0,"Job Security, Skill Development / Learning, Salary & Benefits",Work Life Balance,2011,100000,100000,13
HCL Group,IT Services & Consulting ,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits",2011,100000,100000,13
FIS,FinTech ,3.9,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,2011,100000,100000,13
ITC,FMCG ,4.0,"Job Security, Skill Development / Learning",Promotions / Appraisal,1910,100000,100000,114
Hexaware Technologies,IT Services & Consulting ,3.6,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1990,100000,100000,34
Sun Pharmaceutical Industries,Pharma ,4.1,"Job Security, Salary & Benefits, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1990,100000,100000,34
Indian Army,Defence & Aerospace ,4.7,"Job Security, Company Culture, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1895,100000,100000,129
Hindustan Unilever,FMCG ,4.3,"Skill Development / Learning, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1872,100000,100000,152
JSW Steel,Iron & Steel ,4.0,"Job Security, Skill Development / Learning",Promotions / Appraisal,1982,100000,100000,42
Udaan,Bangalore +339 more,4.0,"Salary & Benefits, Skill Development / Learning","Job Security, Promotions / Appraisal",2016,100000,100000,8
IIFL Finance,NBFC ,4.0,"Skill Development / Learning, Salary & Benefits, Work Life Balance","Job Security, Promotions / Appraisal",2016,100000,100000,8
KPMG India,Management Consulting ,3.6,"Work Life Balance, Work Satisfaction, Promotions / Appraisal","Work Life Balance, Work Satisfaction, Promotions / Appraisal",1987,100000,100000,37
Ujjivan Small Finance Bank,Banking ,4.1,"Company Culture, Job Security, Work Life Balance","Work Life Balance, Work Satisfaction, Promotions / Appraisal",2017,100000,100000,7
Max Life Insurance,Insurance ,4.1,"Skill Development / Learning, Company Culture, Job Security","Work Life Balance, Work Satisfaction, Promotions / Appraisal",2000,100000,100000,24
Oracle,Emerging Technologies ,3.8,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",1977,100000,100000,47
Tata Projects,Engineering & Construction ,4.3,"Job Security, Company Culture, Salary & Benefits","Promotions / Appraisal, Salary & Benefits",1979,100000,100000,45
Muthoot Finance,NBFC ,3.6,"Promotions / Appraisal, Work Satisfaction, Work Life Balance","Promotions / Appraisal, Work Satisfaction, Work Life Balance",1939,100000,100000,85
eClerx,IT Services & Consulting ,3.4,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2000,100000,100000,24
Megha Engineering & Infrastructures,Engineering & Construction ,4.0,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,2000,100000,100000,24
Omega Healthcare,Healthcare ,3.8,"Promotions / Appraisal, Salary & Benefits","Promotions / Appraisal, Salary & Benefits",2003,100000,100000,21
Aurobindo Pharma,Pharma ,4.0,"Job Security, Salary & Benefits, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1986,100000,100000,38
Ekart Logistics,Logistics ,4.0,"Skill Development / Learning, Salary & Benefits, Company Culture",Promotions / Appraisal,2009,100000,100000,15
Shapoorji Pallonji Group,Engineering & Construction ,4.2,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,2009,100000,100000,15
Siemens,Industrial Automation ,4.2,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1847,100000,100000,177
JLL,Real Estate ,4.2,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,1999,100000,100000,25
Ashok Leyland,Automobile ,4.1,"Skill Development / Learning, Work Satisfaction, Company Culture",Promotions / Appraisal,1948,100000,100000,76
Bajaj Allianz Life Insurance,Insurance ,4.1,"Salary & Benefits, Work Life Balance, Company Culture",Promotions / Appraisal,2001,100000,100000,23
First Source,BPO ,3.8,"Promotions / Appraisal, Salary & Benefits","Promotions / Appraisal, Salary & Benefits",2001,100000,100000,23
Home Credit Finance,Financial Services ,4.1,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,2012,100000,100000,12
JustDial,Internet ,3.6,"Promotions / Appraisal, Work Satisfaction, Job Security","Promotions / Appraisal, Work Satisfaction, Job Security",1996,100000,100000,28
Apollo Hospitals,Healthcare ,4.1,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Work Satisfaction, Job Security",1983,100000,100000,41
Indiamart Intermesh,Internet ,3.6,"Promotions / Appraisal, Work Satisfaction, Company Culture","Promotions / Appraisal, Work Satisfaction, Company Culture",1996,100000,100000,28
Coforge,IT Services & Consulting ,3.5,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2004,100000,100000,20
Virtusa Consulting Services,IT Services & Consulting ,3.8,Promotions / Appraisal,Promotions / Appraisal,1996,100000,100000,28
Standard Chartered,Banking ,3.9,Job Security,Promotions / Appraisal,1853,100000,100000,171
Vivo,Consumer Electronics & Appliances ,4.1,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal,2009,100000,100000,15
Hero MotoCorp,Automobile ,4.2,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,1984,100000,100000,40
BigBasket,Internet ,4.0,"Job Security, Skill Development / Learning",Promotions / Appraisal,2011,100000,100000,13
DMart,Retail ,4.0,"Job Security, Company Culture",Promotions / Appraisal,2002,100000,100000,22
ICICI Lombard General Insurance Company,Insurance ,3.8,"Promotions / Appraisal, Work Satisfaction","Promotions / Appraisal, Work Satisfaction",2002,100000,100000,22
Cyient,IT Services & Consulting ,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",1991,100000,100000,33
Mahindra Finance,NBFC ,4.3,"Company Culture, Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1991,100000,100000,33
L&T Technology Services,IT Services & Consulting ,3.4,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1991,100000,100000,33
CGI Group,IT Services & Consulting ,4.1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1976,100000,100000,48
GlobalLogic,IT Services & Consulting ,3.7,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2000,100000,100000,24
OPPO,Consumer Electronics & Appliances ,4.0,Skill Development / Learning,Promotions / Appraisal,2004,100000,100000,20
Equitas Small Finance Bank,Banking ,4.3,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,2007,100000,100000,17
Bosch Global Software Technologies,Software Product ,4.1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1997,100000,100000,27
Nagarro,IT Services & Consulting ,4.1,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,1996,100000,100000,28
UST,IT Services & Consulting ,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",1996,100000,100000,28
TVS Motor,Automobile ,4.0,"Skill Development / Learning, Salary & Benefits, Job Security","Promotions / Appraisal, Salary & Benefits",1979,100000,100000,45
Manappuram Finance,NBFC ,4.0,"Promotions / Appraisal, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1949,100000,100000,75
Cholamandalam Investment & Finance,NBFC ,4.0,"Salary & Benefits, Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1978,100000,100000,46
Atos Syntel,IT Services & Consulting ,3.6,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1978,100000,100000,46
SBI Cards & Payment Services,Financial Services ,3.7,"Promotions / Appraisal, Work Satisfaction, Company Culture","Promotions / Appraisal, Work Satisfaction, Company Culture",1998,100000,100000,26
IQVIA,Clinical Research ,4.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1982,100000,100000,42
SMFG India Credit,NBFC ,4.1,"Salary & Benefits, Job Security, Company Culture",Promotions / Appraisal,1982,100000,100000,42
BNY,Investment Banking / Venture Capital / Private Equity ,4.0,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,1784,100000,100000,240
Swiggy,Internet ,3.8,"Job Security, Promotions / Appraisal","Job Security, Promotions / Appraisal",2014,100000,100000,10
Schneider Electric,Industrial Automation ,4.2,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,1999,100000,100000,25
Optum,Healthcare ,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1977,100000,100000,47
Amdocs,Software Product ,4.0,"Company Culture, Job Security",Promotions / Appraisal,1982,100000,100000,42
Hewlett Packard Enterprise,IT Services & Consulting ,4.2,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,2015,100000,100000,9
Bosch,Auto Components ,4.3,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,1886,100000,100000,138
CBRE,Real Estate ,4.2,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,1906,100000,100000,118
Hyundai Motor India Limited,Automobile ,4.4,"Job Security, Salary & Benefits, Skill Development / Learning",Promotions / Appraisal,1906,100000,100000,118
State Bank of India,Banking ,3.8,Job Security,Work Life Balance,1806,100000,100000,218
Dell,Consumer Electronics & Appliances ,4.1,"Work Life Balance, Company Culture, Skill Development / Learning",Work Life Balance,1984,100000,100000,40
Oyo Rooms,Hospitality ,3.4,"Job Security, Promotions / Appraisal, Work Satisfaction","Job Security, Promotions / Appraisal, Work Satisfaction",2012,100000,100000,12
JBM Group,Auto Components ,4.0,"Job Security, Skill Development / Learning","Job Security, Promotions / Appraisal, Work Satisfaction",1983,100000,100000,41
SBI Life Insurance Company,Insurance ,3.9,Job Security,Promotions / Appraisal,2001,100000,100000,23
Ecom Express,Logistics ,4.0,Skill Development / Learning,Promotions / Appraisal,2012,100000,100000,12
BT Group,Telecom ,4.1,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1846,100000,100000,178
Bajaj Auto,Automobile ,3.9,Promotions / Appraisal,Promotions / Appraisal,1945,100000,100000,79
Persistent Systems,IT Services & Consulting ,3.7,"Promotions / Appraisal, Work Satisfaction, Job Security","Promotions / Appraisal, Work Satisfaction, Job Security",1945,100000,100000,79
Reliance Communications,Telecom ,4.0,"Skill Development / Learning, Work Life Balance",Promotions / Appraisal,2002,100000,100000,22
KEC International,Engineering & Construction ,4.1,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,1945,100000,100000,79
Nagarjuna Construction Company,Engineering & Construction ,4.2,"Job Security, Salary & Benefits, Company Culture",Promotions / Appraisal,1945,100000,100000,79
Marpu Foundation,Non-Profit ,4.9,"Company Culture, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal,2016,100000,100000,8
Piramal Capital Housing Finance,NBFC ,4.2,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,2016,100000,100000,8
Muthoot Fincorp,NBFC ,4.0,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1887,100000,100000,137
Aditya Birla Fashion and Retail,Fashion & Textile ,4.2,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",1988,100000,100000,36
CARS24,Internet ,3.6,"Job Security, Promotions / Appraisal","Job Security, Promotions / Appraisal",1988,100000,100000,36
Varun Beverages,Beverage ,4.1,"Job Security, Salary & Benefits","Job Security, Promotions / Appraisal",1995,100000,100000,29
Royal Enfield,Automobile ,4.3,"Skill Development / Learning, Company Culture, Work Satisfaction","Job Security, Promotions / Appraisal",1901,100000,100000,123
Tata Communications,Telecom ,4.1,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1986,100000,100000,38
L&T Finance,NBFC ,4.0,Salary & Benefits,Promotions / Appraisal,1986,100000,100000,38
John Deere,Industrial Machinery ,4.2,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,2001,100000,100000,23
ITC Infotech,IT Services & Consulting ,3.8,"Work Life Balance, Job Security",Promotions / Appraisal,2001,100000,100000,23
LG Electronics,Consumer Electronics & Appliances ,4.0,"Job Security, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,1958,100000,100000,66
Randstad,Recruitment ,3.9,"Promotions / Appraisal, Job Security","Promotions / Appraisal, Job Security",1992,100000,100000,32
